-4.408542776;41.82153397
-2.93812604;41.82153397
-1.467709303;41.82153397
0.002707434;41.82153397
1.47312417;41.82153397
2.943540907;41.82153397
4.413957644;41.82153397
5.88437438;41.82153397
7.354791117;41.82153397
8.825207853;41.82153397
-4.408542776;42.79709854
-2.93812604;42.79709854
-1.467709303;42.79709854
0.002707434;42.79709854
1.47312417;42.79709854
2.943540907;42.79709854
4.413957644;42.79709854
5.88437438;42.79709854
7.354791117;42.79709854
8.825207853;42.79709854
-4.408542776;43.77266312
-2.93812604;43.77266312
-1.467709303;43.77266312
0.002707434;43.77266312
1.47312417;43.77266312
2.943540907;43.77266312
4.413957644;43.77266312
5.88437438;43.77266312
7.354791117;43.77266312
8.825207853;43.77266312
-4.408542776;44.74822769
-2.93812604;44.74822769
-1.467709303;44.74822769
0.002707434;44.74822769
1.47312417;44.74822769
2.943540907;44.74822769
4.413957644;44.74822769
5.88437438;44.74822769
7.354791117;44.74822769
8.825207853;44.74822769
-4.408542776;45.72379227
-2.93812604;45.72379227
-1.467709303;45.72379227
0.002707434;45.72379227
1.47312417;45.72379227
2.943540907;45.72379227
4.413957644;45.72379227
5.88437438;45.72379227
7.354791117;45.72379227
8.825207853;45.72379227
-4.408542776;46.69935684
-2.93812604;46.69935684
-1.467709303;46.69935684
0.002707434;46.69935684
1.47312417;46.69935684
2.943540907;46.69935684
4.413957644;46.69935684
5.88437438;46.69935684
7.354791117;46.69935684
8.825207853;46.69935684
-4.408542776;47.67492142
-2.93812604;47.67492142
-1.467709303;47.67492142
0.002707434;47.67492142
1.47312417;47.67492142
2.943540907;47.67492142
4.413957644;47.67492142
5.88437438;47.67492142
7.354791117;47.67492142
8.825207853;47.67492142
-4.408542776;48.65048599
-2.93812604;48.65048599
-1.467709303;48.65048599
0.002707434;48.65048599
1.47312417;48.65048599
2.943540907;48.65048599
4.413957644;48.65048599
5.88437438;48.65048599
7.354791117;48.65048599
8.825207853;48.65048599
-4.408542776;49.62605057
-2.93812604;49.62605057
-1.467709303;49.62605057
0.002707434;49.62605057
1.47312417;49.62605057
2.943540907;49.62605057
4.413957644;49.62605057
5.88437438;49.62605057
7.354791117;49.62605057
8.825207853;49.62605057
-4.408542776;50.60161514
-2.93812604;50.60161514
-1.467709303;50.60161514
0.002707434;50.60161514
1.47312417;50.60161514
2.943540907;50.60161514
4.413957644;50.60161514
5.88437438;50.60161514
7.354791117;50.60161514
8.825207853;50.60161514
